EC_number,Compound_Id(KEGG),Organism,KM,Stoich_coef,Direction,kcat,EC1,EC2,EC3,EC4,kcat/KM,kcat/kmax,Catalytic_group,order
2.5.1.36,C01263,Glycine max,56500,-1,-1,,2,5,1,36,,,Other,
2.5.1.39,C00156,Pseudomonas putida,54,-1,-1,,2,5,1,39,,,Other,
2.5.1.39,C04145,Pseudomonas putida,140,-1,-1,,2,5,1,39,,,Other,
2.5.1.39,C00156,Rattus norvegicus,1.14,-1,-1,,2,5,1,39,,,Other,
2.5.1.39,C04145,Rattus norvegicus,0.833,-1,-1,,2,5,1,39,,,Other,
2.5.1.39,C04145,Escherichia coli,31,-1,-1,,2,5,1,39,,,Other,
2.5.1.41,C00353,Methanothermobacter thermautotrophicum,4.1,-1,-1,,2,5,1,41,,,Other,
2.5.1.44,C00134,Acinetobacter tartarogenes,280,-1.5,-1,,2,5,1,44,,,Other,
2.5.1.44,C00134,Blastochloris viridis,980,-1.5,-1,,2,5,1,44,,,Other,
2.5.1.44,C00134,Bradyrhizobium japonicum,50,-1.5,-1,,2,5,1,44,,,Other,
2.5.1.44,C00315,Blastochloris viridis,1500,-1,-1,,2,5,1,44,,,Other,
2.5.1.45,C00134,Eupatorium cannabinum,14.25,-1,-1,,2,5,1,45,,,Other,
2.5.1.45,C00315,Eupatorium cannabinum,12,-1,-1,,2,5,1,45,,,Other,
2.5.1.46,C00003,Saccharomyces cerevisiae,685,0,0,,2,5,1,46,,,Other,
2.5.1.46,C00315,Homo sapiens,17.63,-1,-1,,2,5,1,46,,,Other,
2.5.1.46,C00315,Leishmania donovani,23.2,-1,-1,,2,5,1,46,,,Other,
2.5.1.46,C00315,Saccharomyces cerevisiae,10.4,-1,-1,,2,5,1,46,,,Other,
2.5.1.46,C00986,Homo sapiens,100.6,1,1,,2,5,1,46,,,Other,
2.5.1.48,C01118,Escherichia coli,1300,-1,-1,112,2,5,1,48,86153.84615,0.01313783,Other,
2.5.1.48,C01118,Helicobacter pylori,3020,-1,-1,0.297,2,5,1,48,98.34437086,3.48E-05,Other,
2.5.1.48,C01118,Mycobacterium tuberculosis,320,-1,-1,,2,5,1,48,,,Other,
2.5.1.48,C01118,Salmonella enterica,300,-1,-1,12.7,2,5,1,48,42333.33333,0.001489736,Other,
2.5.1.48,C01118,Spinacia oleracea,13340,-1,-1,,2,5,1,48,,,Other,
2.5.1.53,C00106,Pisum sativum,10000,-1,-1,,2,5,1,53,,,Other,
2.5.1.54,C00074,Actinosynnema pretiosum,90,-1,-1,0.031,2,5,1,54,344.4444444,3.64E-06,Other,
2.5.1.54,C00279,Actinosynnema pretiosum,430,-1,-1,0.031,2,5,1,54,72.09302326,3.64E-06,Other,
2.5.1.54,C00074,Aeropyrum pernix,891,-1,-1,1,2,5,1,54,1122.334456,0.000117302,Other,
2.5.1.54,C00279,Aeropyrum pernix,280,-1,-1,1,2,5,1,54,3571.428571,0.000117302,Other,
2.5.1.54,C00074,Amycolatopsis mediterranei,400,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Amycolatopsis mediterranei,250,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Amycolatopsis methanolica,400,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Amycolatopsis methanolica,1100,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Bacillus subtilis,140.25,-1,-1,4.6,2,5,1,54,32798.57398,0.000539589,Other,
2.5.1.54,C00279,Bacillus subtilis,1580,-1,-1,4.6,2,5,1,54,2911.392405,0.000539589,Other,
2.5.1.54,C00074,Corynebacterium glutamicum,82.15,-1,-1,0.35,2,5,1,54,4260.499087,4.11E-05,Other,
2.5.1.54,C00279,Corynebacterium glutamicum,290,-1,-1,0.35,2,5,1,54,1206.896552,4.11E-05,Other,
2.5.1.54,C00074,Cupriavidus necator,43,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Cupriavidus necator,55,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Daucus carota,30,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Daucus carota,1685,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Delftia acidovorans,230,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Delftia acidovorans,820,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Escherichia coli,13,-1,-1,32,2,5,1,54,2461538.462,0.003753666,Other,
2.5.1.54,C00279,Escherichia coli,118.75,-1,-1,32,2,5,1,54,269473.6842,0.003753666,Other,
2.5.1.54,C00074,Helicobacter pylori,3,-1,-1,3.3,2,5,1,54,1100000,0.000387097,Other,
2.5.1.54,C00074,Porphyromonas gingivalis,2724,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Porphyromonas gingivalis,3638,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Pseudomonas aeruginosa,1055,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Pseudomonas aeruginosa,780,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Pyrococcus furiosus,62,-1,-1,2.1,2,5,1,54,33870.96774,0.000246334,Other,
2.5.1.54,C00279,Pyrococcus furiosus,28,-1,-1,2.1,2,5,1,54,75000,0.000246334,Other,
2.5.1.54,C00074,Saccharomyces cerevisiae,71.5,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Saccharomyces cerevisiae,315,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Salmonella enterica,15,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Salmonella enterica,13,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Streptomyces aureofaciens,300,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Streptomyces aureofaciens,160,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Streptomyces coelicolor,92,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Streptomyces coelicolor,195,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Streptomyces rimosus,6.7,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00279,Streptomyces rimosus,2.6,-1,-1,,2,5,1,54,,,Other,
2.5.1.54,C00074,Thermotoga maritima,11.7,-1,-1,5,2,5,1,54,427350.4274,0.00058651,Other,
2.5.1.54,C00279,Thermotoga maritima,138,-1,-1,5,2,5,1,54,36231.88406,0.00058651,Other,
2.5.1.54,C00279,Spinacia oleracea,1950,-1,-1,,2,5,1,54,,,Other,
2.5.1.55,C00074,Acidithiobacillus ferrooxidans,12,1,1,4.8,2,5,1,55,400000,0.00056305,Other,
2.5.1.55,C01112,Acidithiobacillus ferrooxidans,21.5,1,1,4.8,2,5,1,55,223255.814,0.00056305,Other,
2.5.1.55,C00074,Aquifex aeolicus,0.16,1,1,0.48,2,5,1,55,3000000,5.63E-05,Other,
2.5.1.55,C01112,Aquifex aeolicus,3.18,1,1,0.48,2,5,1,55,150943.3962,5.63E-05,Other,
2.5.1.55,C00074,Aquifex pyrophilus,158,1,1,6.5,2,5,1,55,41139.24051,0.000762463,Other,
2.5.1.55,C01112,Aquifex pyrophilus,68.5,1,1,6.5,2,5,1,55,94890.51095,0.000762463,Other,
2.5.1.55,C00074,Arabidopsis thaliana,3.6,1,1,5.9,2,5,1,55,1638888.889,0.000692082,Other,
2.5.1.55,C01112,Arabidopsis thaliana,3.8,1,1,5.9,2,5,1,55,1552631.579,0.000692082,Other,
2.5.1.55,C00074,Escherichia coli,6,1,1,6.1,2,5,1,55,1016666.667,0.000715543,Other,
2.5.1.55,C01112,Escherichia coli,20,1,1,6.1,2,5,1,55,305000,0.000715543,Other,
2.5.1.55,C00074,Helicobacter pylori,6.14,1,1,0.49,2,5,1,55,79804.56026,5.75E-05,Other,
2.5.1.55,C01112,Helicobacter pylori,22.215,1,1,0.49,2,5,1,55,22057.16858,5.75E-05,Other,
2.5.1.55,C00074,Neisseria gonorrhoeae,3.1,1,1,1,2,5,1,55,322580.6452,0.000117302,Other,
2.5.1.55,C01112,Neisseria gonorrhoeae,8.5,1,1,1,2,5,1,55,117647.0588,0.000117302,Other,
2.5.1.55,C00074,Neisseria meningitidis,2.5,1,1,8,2,5,1,55,3200000,0.000938416,Other,
2.5.1.55,C01112,Neisseria meningitidis,8.85,1,1,8,2,5,1,55,903954.8023,0.000938416,Other,
2.5.1.55,C00074,Salmonella enterica,3.5,1,1,3.84,2,5,1,55,1097142.857,0.00045044,Other,
2.5.1.55,C01112,Salmonella enterica,200,1,1,3.84,2,5,1,55,19200,0.00045044,Other,
2.5.1.56,C00074,Campylobacter jejuni,7300,1,1,19,2,5,1,56,2602.739726,0.002228739,Other,
2.5.1.56,C00645,Campylobacter jejuni,17600,1,1,19,2,5,1,56,1079.545455,0.002228739,Other,
2.5.1.56,C00074,Escherichia coli,41,1,1,,2,5,1,56,,,Other,
2.5.1.56,C00645,Escherichia coli,5925,1,1,,2,5,1,56,,,Other,
2.5.1.56,C00074,Neisseria meningitidis,157,1,1,0.83,2,5,1,56,5286.624204,9.74E-05,Other,
2.5.1.56,C00645,Neisseria meningitidis,11600,1,1,0.83,2,5,1,56,71.55172414,9.74E-05,Other,
2.5.1.6,C00002,Bacillus subtilis,920,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Escherichia coli,78,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Methanocaldococcus jannaschii,235,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Mycobacterium smegmatis,76,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Pyrococcus furiosus,115,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Rattus norvegicus,267.5,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Saccharomyces cerevisiae,480.5,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Streptomyces avermitilis,340,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00002,Sulfolobus solfataricus,66.8,0,0,,2,5,1,6,,,Other,
2.5.1.6,C00073,Bacillus subtilis,260,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Cryptosporidium parvum,96,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Escherichia coli,80,1,1,1.5,2,5,1,6,18750,0.000175953,Other,
2.5.1.6,C00073,Homo sapiens,22,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Leishmania donovani,163.5,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Methanocaldococcus jannaschii,220,1,1,1.46,2,5,1,6,6636.363636,0.000171261,Other,
2.5.1.6,C00073,Mycobacterium smegmatis,288,1,1,0.93,2,5,1,6,3229.166667,0.000109091,Other,
2.5.1.6,C00073,Pyrococcus furiosus,31,1,1,7.5,2,5,1,6,241935.4839,0.000879765,Other,
2.5.1.6,C00073,Rattus norvegicus,41,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Saccharomyces cerevisiae,323.5,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Streptomyces avermitilis,110,1,1,,2,5,1,6,,,Other,
2.5.1.6,C00073,Sulfolobus solfataricus,10,1,1,0.044,2,5,1,6,4400,5.16E-06,Other,
2.5.1.61,C00931,Acutodesmus obliquus,79,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Desulfovibrio vulgaris,214,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Homo sapiens,7.05,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Mus musculus,37,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Plasmodium falciparum,1300,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Rattus norvegicus,16,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Rhodobacter sphaeroides,20,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C00931,Saccharomyces cerevisiae,12,-4,-1,,2,5,1,61,,,Other,
2.5.1.61,C01024,Homo sapiens,51,1,1,,2,5,1,61,,,Other,
2.5.1.62,C05427,Synechocystis sp.,320,-1,-1,,2,5,1,62,,,Other,
2.5.1.63,C00019,Streptomyces cattleya,6.5,-1,-1,0.0012,2,5,1,63,184.6153846,1.41E-07,Other,
2.5.1.65,C01005,Aeropyrum pernix,225000,-1,-1,8525,2,5,1,65,37888.88889,1,Other,
2.5.1.68,C00129,Corynebacterium efficiens,2.7,-1,-1,173,2,5,1,68,64074074.07,0.020293255,Other,
2.5.1.68,C00341,Corynebacterium efficiens,4.1,-1,-1,173,2,5,1,68,42195121.95,0.020293255,Other,
2.5.1.68,C00129,Corynebacterium glutamicum,6.7,-1,-1,329,2,5,1,68,49104477.61,0.038592375,Other,
2.5.1.68,C00341,Corynebacterium glutamicum,6.8,-1,-1,329,2,5,1,68,48382352.94,0.038592375,Other,
2.5.1.68,C00129,Mycobacterium tuberculosis,64.25,-1,-1,788,2,5,1,68,12264591.44,0.092434018,Other,
2.5.1.68,C00341,Mycobacterium tuberculosis,7.8,-1,-1,788,2,5,1,68,101025641,0.092434018,Other,
2.5.1.68,C00129,Thermobifida fusca,1.2,-1,-1,282,2,5,1,68,235000000,0.033079179,Other,
2.5.1.68,C00341,Thermobifida fusca,2.3,-1,-1,282,2,5,1,68,122608695.7,0.033079179,Other,
2.5.1.69,C00235,Lavandula x,208,-2,-1,0.1,2,5,1,69,480.7692308,1.17E-05,Other,
2.5.1.7,C00043,Enterobacter cloacae,80,-1,-1,3,2,5,1,7,37500,0.000351906,Other,
2.5.1.7,C00074,Enterobacter cloacae,8.15,-1,-1,3,2,5,1,7,368098.1595,0.000351906,Other,
2.5.1.7,C00043,Escherichia coli,15,-1,-1,3.8,2,5,1,7,253333.3333,0.000445748,Other,
2.5.1.7,C00074,Escherichia coli,0.84,-1,-1,3.8,2,5,1,7,4523809.524,0.000445748,Other,
2.5.1.7,C00043,Haemophilus influenzae,31,-1,-1,3.5,2,5,1,7,112903.2258,0.000410557,Other,
2.5.1.7,C00074,Haemophilus influenzae,24,-1,-1,3.5,2,5,1,7,145833.3333,0.000410557,Other,
2.5.1.7,C00043,Pseudomonas aeruginosa,17.8,-1,-1,1.8,2,5,1,7,101123.5955,0.000211144,Other,
2.5.1.7,C00074,Pseudomonas aeruginosa,0.45,-1,-1,1.8,2,5,1,7,4000000,0.000211144,Other,
2.5.1.7,C00043,Staphylococcus aureus,123.9,-1,-1,1.13,2,5,1,7,9120.258273,0.000132551,Other,
2.5.1.7,C00074,Staphylococcus aureus,11.48,-1,-1,1.13,2,5,1,7,98432.05575,0.000132551,Other,
2.5.1.7,C00043,Streptococcus pneumoniae,244,-1,-1,0.41,2,5,1,7,1680.327869,4.81E-05,Other,
2.5.1.7,C00074,Streptococcus pneumoniae,37,-1,-1,0.41,2,5,1,7,11081.08108,4.81E-05,Other,
2.5.1.70,C00235,Sophora flavescens,72.5,-1,-1,,2,5,1,70,,,Other,
2.5.1.70,C00509,Sophora flavescens,43,-1,-1,,2,5,1,70,,,Other,
2.5.1.71,C00235,Sophora flavescens,59,-1,-1,,2,5,1,71,,,Other,
2.5.1.71,C18024,Sophora flavescens,2.3,-1,-1,,2,5,1,71,,,Other,
2.5.1.72,C00111,Bacillus subtilis,360,1,1,,2,5,1,72,,,Other,
2.5.1.75,C00235,Escherichia coli,1101.6,-1,-1,,2,5,1,75,,,Other,
2.5.1.76,C01005,Methanosarcina acetivorans,430,-1,-1,0.18,2,5,1,76,418.6046512,2.11E-05,Other,
2.5.1.78,C04732,Aquifex aeolicus,10,-1,-1,,2,5,1,78,,,Other,
2.5.1.78,C04732,Bacillus subtilis,8.57,-1,-1,0.0557,2,5,1,78,6499.416569,6.53E-06,Other,
2.5.1.78,C04732,Brucella melitensis,4,-1,-1,0.003,2,5,1,78,750,3.52E-07,Other,
2.5.1.78,C04732,Mesorhizobium loti,11.25,-1,-1,0.02015,2,5,1,78,1791.111111,2.36E-06,Other,
2.5.1.78,C04732,Methanocaldococcus jannaschii,12.5,-1,-1,,2,5,1,78,,,Other,
2.5.1.78,C04732,Schizosaccharomyces pombe,5,-1,-1,,2,5,1,78,,,Other,
2.5.1.80,C00235,Aspergillus fumigatus,67,-1,-1,,2,5,1,80,,,Other,
2.5.1.83,C00129,Micrococcus luteus,18.4,-3,-1,,2,5,1,83,,,Other,
2.5.1.83,C00448,Micrococcus luteus,8.9,-1,-1,,2,5,1,83,,,Other,
2.5.1.84,C00129,Micrococcus luteus,20,-4,-1,,2,5,1,84,,,Other,
2.5.1.84,C00341,Micrococcus luteus,2.525,-1,-1,,2,5,1,84,,,Other,
2.5.1.85,C00129,Arabidopsis thaliana,215,-3,-1,,2,5,1,85,,,Other,
2.5.1.85,C00129,Trypanosoma cruzi,24.3,-3,-1,,2,5,1,85,,,Other,
2.5.1.85,C00353,Arabidopsis thaliana,0.843,-1,-1,8.765,2,5,1,85,10397390.27,0.001028152,Other,
2.5.1.85,C00353,Trypanosoma cruzi,7.07,-1,-1,0.131,2,5,1,85,18528.99576,1.54E-05,Other,
2.5.1.86,C00129,Mycobacterium tuberculosis,89,-7,-1,0.08,2,5,1,86,898.8764045,9.38E-06,Other,
2.5.1.86,C16826,Mycobacterium tuberculosis,290,-1,-1,,2,5,1,86,,,Other,
2.5.1.9,C04332,Bacillus subtilis,14,-2,-1,0.6095,2,5,1,9,43535.71429,7.15E-05,Other,
2.5.1.9,C04332,Saccharomyces cerevisiae,10,-2,-1,,2,5,1,9,,,Other,
2.5.1.9,C04332,Schizosaccharomyces pombe,5.7,-2,-1,,2,5,1,9,,,Other,
2.5.1.9,C04332,Spinacia oleracea,45,-2,-1,,2,5,1,9,,,Other,
2.5.1.90,C00129,Escherichia coli,2.09,-5,-1,,2,5,1,90,,,Other,
2.5.1.90,C00129,Plasmodium falciparum,2.4,-5,-1,,2,5,1,90,,,Other,
2.5.1.90,C00129,Thermotoga maritima,2,-5,-1,,2,5,1,90,,,Other,
2.5.1.90,C00448,Escherichia coli,0.25,-1,-1,2,2,5,1,90,8000000,0.000234604,Other,
2.5.1.90,C00448,Plasmodium falciparum,1.1,-1,-1,,2,5,1,90,,,Other,
2.5.1.90,C00448,Thermotoga maritima,1.5,-1,-1,0.005,2,5,1,90,3333.333333,5.87E-07,Other,
2.5.1.91,C00129,Mycobacterium tuberculosis,89,-7,-1,0.08,2,5,1,91,898.8764045,9.38E-06,Other,
2.5.1.91,C00129,Rhodobacter sphaeroides,13.8,-7,-1,0.143,2,5,1,91,10362.31884,1.68E-05,Other,
2.5.1.91,C00448,Gluconobacter oxydans,0.5,-1,-1,,2,5,1,91,,,Other,
2.5.1.91,C00448,Mycobacterium tuberculosis,84,-1,-1,,2,5,1,91,,,Other,
2.5.1.91,C00448,Paracoccus denitrificans,0.06,-1,-1,,2,5,1,91,,,Other,
2.5.1.91,C00448,Rhodobacter sphaeroides,13.1,-1,-1,,2,5,1,91,,,Other,
2.5.1.91,C00448,Solanum lycopersicum,8.63,-1,-1,,2,5,1,91,,,Other,
2.5.1.92,C00235,Solanum habrochaites,22.5,-1,-1,,2,5,1,92,,,Other,
2.5.1.93,C00156,Lithospermum erythrorhizon,42.4,-1,-1,,2,5,1,93,,,Other,
2.5.1.93,C00341,Lithospermum erythrorhizon,21.65,-1,-1,,2,5,1,93,,,Other,
2.5.1.94,C00019,Salinispora tropica,1,-1,-1,0.015,2,5,1,94,15000,1.76E-06,Other,
2.6.1.1,C00025,Atriplex spongiosa,1175,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Atriplex spongiosa,72.5,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Bacillus subtilis,8000,1,1,14,2,6,1,1,1750,0.020512821,Other,
2.6.1.1,C00036,Bacillus subtilis,600,1,1,14,2,6,1,1,23333.33333,0.020512821,Other,
2.6.1.1,C00025,Chlamydomonas reinhardtii,3880,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Chlamydomonas reinhardtii,44,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Eleusine coracana,14800,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Eleusine coracana,260,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Escherichia coli,26000,1,1,670,2,6,1,1,25769.23077,0.981684982,Other,
2.6.1.1,C00036,Escherichia coli,190,1,1,670,2,6,1,1,3526315.789,0.981684982,Other,
2.6.1.1,C00025,Lupinus angustifolius,17000,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Lupinus angustifolius,60,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Medicago sativa,18950,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Medicago sativa,29,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Megathyrsus maximus,13000,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Megathyrsus maximus,49,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Oryza sativa,13200,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Oryza sativa,45.5,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Panicum miliaceum,17000,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Panicum miliaceum,56,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00025,Phormidium lapideum,5700,1,1,101,2,6,1,1,17719.29825,0.147985348,Other,
2.6.1.1,C00036,Phormidium lapideum,32,1,1,101,2,6,1,1,3156250,0.147985348,Other,
2.6.1.1,C00025,Spirodela polyrhiza,540,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00036,Spirodela polyrhiza,2245,1,1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Atriplex spongiosa,100,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Atriplex spongiosa,675,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Bacillus sp.,2600,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Bacillus sp.,3000,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Bacillus subtilis,300,-1,-1,27,2,6,1,1,90000,0.03956044,Other,
2.6.1.1,C00049,Bacillus subtilis,6700,-1,-1,27,2,6,1,1,4029.850746,0.03956044,Other,
2.6.1.1,C00026,Bos taurus,170,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Bos taurus,2000,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Bubalus bubalis,1400,-1,-1,352,2,6,1,1,251428.5714,0.515750916,Other,
2.6.1.1,C00049,Bubalus bubalis,4600,-1,-1,352,2,6,1,1,76521.73913,0.515750916,Other,
2.6.1.1,C00026,Canis lupus,1950,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Canis lupus,3505,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Chlamydomonas reinhardtii,550,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Chlamydomonas reinhardtii,2530,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Eleusine coracana,215,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Eleusine coracana,4600,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Escherichia coli,240,-1,-1,394.5,2,6,1,1,1643750,0.578021978,Other,
2.6.1.1,C00049,Escherichia coli,1900,-1,-1,394.5,2,6,1,1,207631.5789,0.578021978,Other,
2.6.1.1,C00026,Gallus gallus,300,-1,-1,138.5,2,6,1,1,461666.6667,0.202930403,Other,
2.6.1.1,C00049,Gallus gallus,360,-1,-1,138.5,2,6,1,1,384722.2222,0.202930403,Other,
2.6.1.1,C00026,Homo sapiens,2060,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Homo sapiens,22500,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Hyalomma dromedarii,670,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Hyalomma dromedarii,15100,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Lupinus angustifolius,230,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Lupinus angustifolius,2400,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Medicago sativa,470,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Medicago sativa,1350,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Megathyrsus maximus,110,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Megathyrsus maximus,2300,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Methanococcus aeolicus,350,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Methanococcus aeolicus,3700,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Oryctolagus cuniculus,3600,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Oryctolagus cuniculus,2900,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Oryza sativa,107.5,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Oryza sativa,3050,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Ovis aries,95.5,-1,-1,322,2,6,1,1,3371727.749,0.471794872,Other,
2.6.1.1,C00049,Ovis aries,1700,-1,-1,322,2,6,1,1,189411.7647,0.471794872,Other,
2.6.1.1,C00026,Panicum miliaceum,130,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Panicum miliaceum,2450,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Phormidium lapideum,200,-1,-1,187,2,6,1,1,935000,0.273992674,Other,
2.6.1.1,C00049,Phormidium lapideum,5000,-1,-1,187,2,6,1,1,37400,0.273992674,Other,
2.6.1.1,C00026,Rattus norvegicus,1610,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Rattus norvegicus,550,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Spirodela polyrhiza,1640,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Spirodela polyrhiza,605,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Sulfolobus solfataricus,220,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Sulfolobus solfataricus,250,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00606,Sulfolobus solfataricus,2050,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Thermus thermophilus,2400,-1,-1,120,2,6,1,1,50000,0.175824176,Other,
2.6.1.1,C00049,Thermus thermophilus,1700,-1,-1,120,2,6,1,1,70588.23529,0.175824176,Other,
2.6.1.1,C00026,Trichomonas vaginalis,62,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Trichomonas vaginalis,960,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Trypanosoma brucei,1500,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Trypanosoma brucei,16400,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00026,Trypanosoma cruzi,3200,-1,-1,,2,6,1,1,,,Other,
2.6.1.1,C00049,Trypanosoma cruzi,19550,-1,-1,,2,6,1,1,,,Other,
2.6.1.11,C00026,Enterobacter aerogenes,700,-1,-1,,2,6,1,11,,,Other,
2.6.1.13,C00026,Aspergillus nidulans,6200,-1,-1,,2,6,1,13,,,Other,
2.6.1.13,C00077,Aspergillus nidulans,6200,-1,-1,,2,6,1,13,,,Other,
2.6.1.13,C00026,Bacillus sp.,6100,-1,-1,,2,6,1,13,,,Other,
2.6.1.13,C00077,Bacillus sp.,2000,-1,-1,,2,6,1,13,,,Other,
2.6.1.13,C00026,Homo sapiens,2695,-1,-1,,2,6,1,13,,,Other,
2.6.1.13,C00077,Homo sapiens,8560,-1,-1,,2,6,1,13,,,Other,
